CIDADE,ESTADO,QUANTIDADE_DE_INDICACOES,LAT,LON
PIRACURUCA,PIAUI               ,8,-3.9304804,-41.7150099
PIRAI DO SUL,PARANA,1,-24.5346602,-49.9399216
PIRAJU,SAO PAULO           ,8,-23.1938491,-49.3842588
PIRAJUI,SAO PAULO           ,3,-21.9957877,-49.4549675
PIRANGI,SAO PAULO           ,3,-21.0969623,-48.6652131
PIRANGUCU,MINAS GERAIS        ,3,-22.5280226,-45.4961066
PIRANGUINHO,MINAS GERAIS        ,1,-22.4029372,-45.5338952
PIRANHAS,ALAGOAS             ,3,-9.6115579,-37.7616366
PIRAPETINGA,MINAS GERAIS        ,4,-21.656903,-42.345955
PIRAPORA,MINAS GERAIS        ,2,-17.3493765,-44.9507904
PIRAPORA DO BOM JESUS,SAO PAULO           ,7,-23.3972146,-47.0025661
PIRAPOZINHO,SAO PAULO           ,3,-22.2738742,-51.4998867
PIRAQUARA,PARANA,7,-25.4423273,-49.0604473
PIRASSUNUNGA,SAO PAULO           ,45,-21.9980468,-47.4280861
PIRATINI,RIO GRANDE DO SUL,1,-31.448451,-53.1039931
PIRAUBA,MINAS GERAIS        ,6,-21.276945,-43.025834
PIRENOPOLIS,GOIAS               ,2,-15.8501619,-48.957317
PIRES DO RIO,GOIAS               ,2,-17.3005708,-48.2793194
PITANGA,PARANA,5,-24.757677,-51.7592351
PITANGUEIRAS,SAO PAULO           ,7,-21.013203,-48.220951
PITANGUI,MINAS GERAIS        ,21,-19.682223,-44.890555
PIUMA,ESPIRITO SANTO      ,1,-20.8375312,-40.7271589
PIUMHI,MINAS GERAIS        ,8,-20.4675258,-45.9576125
PLANALTINA,GOIAS               ,2,-15.4571536,-47.6089024
PLANALTO,BAHIA               ,2,-14.6689214,-40.481006
PLANALTO,RIO GRANDE DO SUL,1,-27.3297033,-53.0575473
PLANALTO ALEGRE,SANTA CATARINA,1,-27.0721133,-52.8667023
PLANALTO DA SERRA,MATO GROSSO         ,2,-14.6627994,-54.7756232
PLANURA,MINAS GERAIS        ,2,-20.1368583,-48.7066819
POA,SAO PAULO           ,16,-23.5249082,-46.3445663
POCINHOS,PARAIBA             ,7,-7.076073,-36.0604474
POCO FUNDO,MINAS GERAIS        ,4,-21.780834,-45.965
POCOES,BAHIA               ,4,-14.5274879,-40.3665326
POCONE,MATO GROSSO         ,1,-16.2578606,-56.633926
POCOS DE CALDAS,MINAS GERAIS        ,39,-21.7900318,-46.5647928
POLONI,SAO PAULO           ,1,-20.7836955,-49.8149752
POMERODE,SANTA CATARINA,3,-26.7356218,-49.1770095
POMPEIA,SAO PAULO           ,3,-22.1088293,-50.1720753
POMPEU,MINAS GERAIS        ,3,-19.218611,-45.002778
PONTA GROSSA,PARANA,29,-25.0891685,-50.1601812
PONTAL,SAO PAULO           ,3,-21.0239714,-48.0393457
PONTAL DO PARANA,PARANA,3,-25.574765,-48.3614806
PONTE NOVA,MINAS GERAIS        ,16,-20.4164353,-42.90878
PONTE SERRADA,SANTA CATARINA,3,-26.8708566,-52.0164089
PONTES E LACERDA,MATO GROSSO         ,1,-15.2315171,-59.3349512
PONTO CHIQUE,MINAS GERAIS        ,3,-16.6328913,-45.0637456
PORANGATU,GOIAS               ,1,-13.444663,-49.1423569
PORTEIRINHA,MINAS GERAIS        ,5,-15.7420889,-43.0286046
PORTO ALEGRE,RIO GRANDE DO SUL,46,-30.0324999,-51.2303767
PORTO FELIZ,SAO PAULO           ,1,-23.2110713,-47.5247163
PORTO FERREIRA,SAO PAULO           ,5,-21.8529134,-47.4794943
PORTO FIRME,MINAS GERAIS        ,1,-20.672778,-43.084444
PORTO FRANCO,MARANHAO            ,1,-6.34149,-47.396188
PORTO RICO,PARANA,1,-22.774742,-53.267731
PORTO SEGURO,BAHIA               ,1,-16.443473,-39.064251
PORTO VELHO,RONDONIA            ,14,-8.7494525,-63.8735438
POSSE,GOIAS               ,2,-14.0835852,-46.3563185
POTE,MINAS GERAIS        ,7,-17.8074949,-41.7892455
POTIM,SAO PAULO           ,2,-22.8377227,-45.2565239
POTIRENDABA,SAO PAULO           ,1,-21.0457369,-49.3767154
POUSO ALEGRE,MINAS GERAIS        ,25,-22.2343858,-45.9327241
POUSO ALTO,MINAS GERAIS        ,2,-22.193889,-44.972778
PRADOPOLIS,SAO PAULO           ,6,-21.3597815,-48.0746603
PRAIA GRANDE,SAO PAULO           ,28,-24.008979,-46.4144939
PRATA,MINAS GERAIS        ,2,-19.307222,-48.923889
PRATAPOLIS,MINAS GERAIS        ,4,-20.7444262,-46.8607973
PRESIDENTE BERNARDES,MINAS GERAIS        ,4,-20.7685467,-43.1877237
PRESIDENTE DUTRA,MARANHAO            ,1,-5.289801,-44.49498
PRESIDENTE EPITACIO,SAO PAULO           ,7,-21.765074,-52.11114
PRESIDENTE KUBITSCHEK,MINAS GERAIS        ,2,-18.614167,-43.561667
PRESIDENTE OLEGARIO,MINAS GERAIS        ,1,-18.415,-46.419723
PRESIDENTE PRUDENTE,SAO PAULO           ,8,-22.1225167,-51.3882528
PRESIDENTE VENCESLAU,SAO PAULO           ,4,-21.877116,-51.8451047
PRIMAVERA DO LESTE,MATO GROSSO         ,2,-15.5614127,-54.2993946
PROMISSAO,SAO PAULO           ,1,-21.5404913,-49.8574709
PROPRIA,SERGIPE             ,1,-10.212427,-36.8372254
PUTINGA,RIO GRANDE DO SUL,6,-29.0017469,-52.1566367
QUATIGUA,PARANA,7,-23.5669626,-49.9160315
QUATRO BARRAS,PARANA,1,-25.3708987,-49.0745672
QUEIMADA NOVA,PIAUI               ,1,-8.5805141,-41.4173529
QUEIMADOS,RIO DE JANEIRO      ,4,-22.7156978,-43.555754
QUEIROZ,SAO PAULO           ,3,-21.7991405,-50.2392786
QUELUZ,SAO PAULO           ,1,-22.5371881,-44.7752585
QUELUZITO,MINAS GERAIS        ,1,-20.7400782,-43.8847712
QUIPAPA,PERNAMBUCO          ,1,-8.8269434,-36.011622
QUIRINOPOLIS,GOIAS               ,1,-18.4471859,-50.4546981
QUITANDINHA,PARANA,3,-25.8737269,-49.4977717
RAFAEL JAMBEIRO,BAHIA               ,3,-12.3988144,-39.5020289
RANCHARIA,SAO PAULO           ,5,-22.2294981,-50.8922333
RAPOSOS,MINAS GERAIS        ,2,-19.967223,-43.804167
RAUL SOARES,MINAS GERAIS        ,1,-20.102222,-42.451944
RECIFE,PERNAMBUCO          ,23,-8.0584933,-34.8848193
REDENCAO DA SERRA,SAO PAULO           ,2,-23.2803652,-45.5345747
REGENTE FEIJO,SAO PAULO           ,7,-22.2191056,-51.3034558
REGISTRO,SAO PAULO           ,1,-24.497942,-47.844895
RESENDE,RIO DE JANEIRO      ,10,-22.4418699,-44.4204847
RESENDE COSTA,MINAS GERAIS        ,9,-20.921945,-44.237777
RESSAQUINHA,MINAS GERAIS        ,2,-21.063056,-43.762778
RESTINGA,SAO PAULO           ,1,-20.6032343,-47.4830912
RIACHAO,PARAIBA             ,1,-6.5408387,-35.6608948
RIACHAO DO JACUIPE,BAHIA               ,2,-11.8071084,-39.3816843
RIACHO DE SANTANA,BAHIA               ,1,-13.6100985,-42.9355254
RIACHO DE SANTO ANTONIO,PARAIBA             ,1,-7.6914069,-36.1563143
RIBEIRA DO POMBAL,BAHIA               ,3,-10.8357496,-38.5368506
RIBEIRAO BRANCO,SAO PAULO           ,14,-24.2211495,-48.7678322
RIBEIRAO DAS NEVES,MINAS GERAIS        ,31,-19.7672898,-44.0875436
RIBEIRAO GRANDE,SAO PAULO           ,3,-24.10114,-48.367931
RIBEIRAO PIRES,SAO PAULO           ,17,-23.7134177,-46.4160929
RIBEIRAO PRETO,SAO PAULO           ,79,-21.1776315,-47.8100983
RIBEIROPOLIS,SERGIPE             ,2,-10.5405577,-37.4368783
RIO AZUL,PARANA,8,-25.726644,-50.790534
RIO BRANCO,ACRE                ,1,-9.9765362,-67.8220778
RIO BRANCO DO IVAI,PARANA,1,-24.3193396,-51.3139672
RIO BRANCO DO SUL,PARANA,2,-25.1885374,-49.3119082
RIO CASCA,MINAS GERAIS        ,4,-20.2258214,-42.6515651
RIO CLARO,SAO PAULO           ,15,-22.4100108,-47.5603933
RIO DAS OSTRAS,RIO DE JANEIRO      ,7,-22.5269448,-41.944972
RIO DAS PEDRAS,SAO PAULO           ,1,-22.8441256,-47.6065667
RIO DE CONTAS,BAHIA               ,5,-13.5803333,-41.8112152
RIO DE JANEIRO,RIO DE JANEIRO      ,243,-22.9110137,-43.2093727
RIO DOCE,MINAS GERAIS        ,3,-20.2447972,-42.8970432
RIO DOS CEDROS,SANTA CATARINA,4,-26.739777,-49.271828
RIO ESPERA,MINAS GERAIS        ,3,-20.8571756,-43.4729342
RIO GRANDE,RIO GRANDE DO SUL,4,-32.0334252,-52.0991297
RIO GRANDE DA SERRA,SAO PAULO           ,5,-23.7441905,-46.3924746
RIO LARGO,ALAGOAS             ,2,-9.477829,-35.839435
RIO MANSO,MINAS GERAIS        ,2,-20.265079,-44.3090284
RIO NEGRINHO,SANTA CATARINA,5,-26.259075,-49.517746
RIO NEGRO,PARANA,2,-26.1047668,-49.7982766
RIO NOVO DO SUL,ESPIRITO SANTO      ,3,-20.8641487,-40.9384378
RIO PIRACICABA,MINAS GERAIS        ,3,-19.5309495,-42.5684944
RIO POMBA,MINAS GERAIS        ,9,-21.275,-43.178889
RIO PRETO,MINAS GERAIS        ,2,-22.089444,-43.8275
RIO VERDE,GOIAS               ,9,-17.7921255,-50.9191219
RIO VERMELHO,MINAS GERAIS        ,5,-18.2932731,-43.008406
RIOLANDIA,SAO PAULO           ,2,-19.980944,-49.6814309
RODEIRO,MINAS GERAIS        ,3,-21.200278,-42.865
ROLANDIA,PARANA,7,-23.3119901,-51.3674145
RONDONOPOLIS,MATO GROSSO         ,9,-16.4603533,-54.6397099
ROSARIO,MARANHAO            ,7,-2.9405903,-44.2491088
ROSARIO DA LIMEIRA,MINAS GERAIS        ,3,-20.9793178,-42.5107009
ROSARIO DO IVAI,PARANA,1,-24.2545374,-51.2505025
ROSARIO OESTE,MATO GROSSO         ,1,-14.825938,-56.42357
ROSEIRA,SAO PAULO           ,2,-22.8980898,-45.3093218
RUBIM,MINAS GERAIS        ,2,-16.3751157,-40.5380871
RUBINEIA,SAO PAULO           ,1,-20.1718325,-50.9995571
RUSSAS,CEARA               ,2,-4.9354279,-37.9783838
SABARA,MINAS GERAIS        ,29,-19.8900372,-43.8107916
SABINOPOLIS,MINAS GERAIS        ,1,-18.6656839,-43.0830439
SACRAMENTO,MINAS GERAIS        ,9,-19.8652854,-47.4402746
SALES OLIVEIRA,SAO PAULO           ,1,-20.769612,-47.836873
SALESOPOLIS,SAO PAULO           ,11,-23.528805,-45.84653
SALGUEIRO,PERNAMBUCO          ,3,-8.0726731,-39.1269719
SALINAS,MINAS GERAIS        ,3,-16.1699073,-42.2910368
SALMOURAO,SAO PAULO           ,1,-21.625096,-50.8605656
SALTINHO,SANTA CATARINA,5,-26.604932,-53.057763
SALTINHO,SAO PAULO           ,1,-22.8446614,-47.675489
SALTO,SAO PAULO           ,8,-23.1989983,-47.2913682
SALTO DE PIRAPORA,SAO PAULO           ,2,-23.6492502,-47.5729465
SALTO DO ITARARE,PARANA,5,-23.6038767,-49.626581
SALTO GRANDE,SAO PAULO           ,1,-22.8878776,-49.9837107
SALVADOR,BAHIA               ,106,-12.9822499,-38.4812772
SANANDUVA,RIO GRANDE DO SUL,3,-27.9499376,-51.8074435
SANGAO,SANTA CATARINA,4,-28.6397512,-49.1266106
SANTA ADELIA,SAO PAULO           ,2,-21.2432992,-48.8061481
SANTA ALBERTINA,SAO PAULO           ,2,-20.0323485,-50.7278392
SANTA BARBARA,MINAS GERAIS        ,19,-19.959444,-43.415278
SANTA BARBARA DE GOIAS,GOIAS               ,2,-16.5779125,-49.6982268
SANTA BARBARA DO TUGURIO,MINAS GERAIS        ,6,-21.245833,-43.559444
SANTA BARBARA DOESTE,SAO PAULO           ,12,-22.6770592,-47.6306379
SANTA CECILIA,SANTA CATARINA,2,-26.9658952,-50.4182571
SANTA CECILIA DO SUL,RIO GRANDE DO SUL,4,-28.1625105,-51.9297926
SANTA CLARA DO SUL,RIO GRANDE DO SUL,4,-29.4686024,-52.0868635
SANTA CRUZ,PERNAMBUCO          ,1,-8.2392548,-40.3316611
SANTA CRUZ DA BAIXA VERDE,PERNAMBUCO          ,5,-7.8185452,-38.1523506
SANTA CRUZ DAS PALMEIRAS,SAO PAULO           ,3,-21.823475,-47.248023
SANTA CRUZ DE MONTE CASTELO,PARANA,1,-22.9582028,-53.294859
SANTA CRUZ DO RIO PARDO,SAO PAULO           ,3,-22.9060715,-49.6277378
SANTA EFIGENIA DE MINAS,MINAS GERAIS        ,2,-18.8271809,-42.4396055
SANTA FILOMENA DO MARANHAO,MARANHAO            ,1,-5.498196,-44.558146
SANTA GERTRUDES,SAO PAULO           ,3,-22.4590897,-47.532034
SANTA HELENA,PARAIBA             ,2,-6.7198909,-38.6399212
SANTA HELENA,PARANA,1,-24.8591735,-54.3328813
SANTA HELENA DE MINAS,MINAS GERAIS        ,2,-16.9376858,-40.6854023
SANTA INES,MARANHAO            ,2,-3.6647821,-45.3826869
SANTA INES,PARANA,3,-22.640225,-51.9031333
SANTA ISABEL,SAO PAULO           ,3,-23.3194222,-46.2271903
SANTA ISABEL DO IVAI,PARANA,1,-23.0013818,-53.1940876
SANTA JULIANA,MINAS GERAIS        ,2,-19.308611,-47.525
SANTA LUZIA,MINAS GERAIS        ,31,-19.7702097,-43.8505291
SANTA MARGARIDA,MINAS GERAIS        ,2,-20.3817696,-42.2522123
SANTA MARIA,RIO GRANDE DO SUL,5,-29.6860512,-53.8069214
SANTA MARIA DE ITABIRA,MINAS GERAIS        ,1,-19.4483453,-43.1167817
SANTA MARIA DO OESTE,PARANA,4,-24.9392355,-51.8712242
SANTA MARIANA,PARANA,2,-23.1499367,-50.5199587
SANTA RITA,PARAIBA             ,3,-7.128465,-34.9846186
SANTA RITA DE CALDAS,MINAS GERAIS        ,7,-22.028889,-46.336944
SANTA RITA DO SAPUCAI,MINAS GERAIS        ,10,-22.2486968,-45.7064507
SANTA ROSA,RIO GRANDE DO SUL,2,-27.8643546,-54.4779287
SANTA ROSA DE GOIAS,GOIAS               ,1,-16.0839829,-49.495326
SANTA ROSA DO PIAUI,PIAUI               ,4,-6.8132677,-42.2426929
SANTA ROSA DO SUL,SANTA CATARINA,5,-29.1354955,-49.7154188
SANTA TERESA,ESPIRITO SANTO      ,13,-19.936339,-40.597945
SANTA TEREZA DO OESTE,PARANA,6,-25.0511956,-53.6161834
SANTA TEREZINHA,SANTA CATARINA,1,-26.7813,-50.009017
SANTA VITORIA,MINAS GERAIS        ,5,-18.8465718,-50.1292823
SANTANA DA VARGEM,MINAS GERAIS        ,1,-21.2491719,-45.5068185
SANTANA DE PARNAIBA,SAO PAULO           ,9,-23.4446715,-46.9167722
SANTANA DE PIRAPAMA,MINAS GERAIS        ,2,-19.0075,-44.040833
SANTANA DO IPANEMA,ALAGOAS             ,1,-9.369989,-37.248018
SANTANA DO LIVRAMENTO,RIO GRANDE DO SUL,5,-30.8894097,-55.5317694
SANTANA DO MATOS,RIO GRANDE DO NORTE ,1,-5.9468972,-36.6502541
SANTANA DO RIACHO,MINAS GERAIS        ,3,-19.168611,-43.714444
SANTANA DOS MONTES,MINAS GERAIS        ,3,-20.7875735,-43.6910376
SANTAREM,PARA                ,6,-2.438489,-54.699611
SANTO ANASTACIO,SAO PAULO           ,1,-21.974662,-51.652662
SANTO ANDRE,SAO PAULO           ,83,-23.6533509,-46.5279039
SANTO ANTONIO DA PATRULHA,RIO GRANDE DO SUL,8,-29.826768,-50.517489
SANTO ANTONIO DA PLATINA,PARANA,8,-23.2957157,-50.0778957
SANTO ANTONIO DE JESUS,BAHIA               ,6,-12.9689361,-39.260914
SANTO ANTONIO DE POSSE,SAO PAULO           ,1,-22.6053304,-46.9197291
SANTO ANTONIO DO AMPARO,MINAS GERAIS        ,3,-20.9413389,-44.9187397
SANTO ANTONIO DO AVENTUREIRO,MINAS GERAIS        ,7,-21.7579052,-42.815566
SANTO ANTONIO DO DESCOBERTO,GOIAS               ,3,-15.9465415,-48.2616527
SANTO ANTONIO DO ITAMBE,MINAS GERAIS        ,1,-18.4654706,-43.3058343
SANTO ANTONIO DO LEVERGER,MATO GROSSO         ,3,-15.859843,-56.0789707
SANTO ANTONIO DO MONTE,MINAS GERAIS        ,9,-20.086944,-45.290555
SANTO ANTONIO DO PINHAL,SAO PAULO           ,1,-22.8250504,-45.6674063
SANTOS,SAO PAULO           ,48,-23.9335988,-46.3286399
SANTOS DUMONT,MINAS GERAIS        ,12,-21.455867,-43.5522107
SAO BENTO DO SUL,SANTA CATARINA,5,-26.2483669,-49.3820672
SAO BERNARDO DO CAMPO,SAO PAULO           ,63,-23.7080345,-46.5506747
SAO BORJA,RIO GRANDE DO SUL,1,-28.6592237,-56.0044295
SAO BRAS DO SUACUI,MINAS GERAIS        ,11,-20.625,-43.948889
SAO CAETANO DO SUL,SAO PAULO           ,25,-23.6195923,-46.5688323
SAO CARLOS,SAO PAULO           ,38,-21.8788022,-47.8567619
SAO CRISTOVAO DO SUL,SANTA CATARINA,1,-27.2670093,-50.4409508
SAO DOMINGOS,SANTA CATARINA,1,-26.5593237,-52.5311718
SAO DOMINGOS,SERGIPE             ,4,-10.7925274,-37.5678081
SAO DOMINGOS DO PRATA,MINAS GERAIS        ,1,-19.8671078,-42.9658318
SAO DOMINGOS DO SUL,RIO GRANDE DO SUL,2,-28.5297239,-51.8905306
SAO FELIPE,BAHIA               ,4,-12.8413439,-39.0942048
SAO FRANCISCO,MINAS GERAIS        ,5,-15.948889,-44.864444
SAO FRANCISCO DE PAULA,MINAS GERAIS        ,1,-20.7098288,-44.9817485
SAO FRANCISCO DO CONDE,BAHIA               ,6,-12.628108,-38.6811326
SAO FRANCISCO DO OESTE,RIO GRANDE DO NORTE ,1,-5.9995802,-38.1679964
SAO FRANCISCO DO PIAUI,PIAUI               ,1,-7.1851357,-42.5137569
SAO GABRIEL DA PALHA,ESPIRITO SANTO      ,5,-19.0148349,-40.539464
SAO GERALDO DA PIEDADE,MINAS GERAIS        ,3,-18.8449508,-42.2886336
SAO GONCALO,RIO DE JANEIRO      ,14,-22.821635,-42.9956797
SAO GONCALO DO AMARANTE,RIO GRANDE DO NORTE ,1,-5.7932331,-35.3286312
SAO GONCALO DO PARA,MINAS GERAIS        ,4,-19.982778,-44.859167
SAO GONCALO DO RIO ABAIXO,MINAS GERAIS        ,8,-19.8252042,-43.362126
SAO GONCALO DO SAPUCAI,MINAS GERAIS        ,8,-21.8905238,-45.5935943
SAO GOTARDO,MINAS GERAIS        ,4,-19.3168844,-46.0476596
SAO JOAO,PERNAMBUCO          ,1,-8.875762,-36.36532
SAO JOAO BATISTA DO GLORIA,MINAS GERAIS        ,4,-20.6413912,-46.5052866
SAO JOAO DA BALIZA,RORAIMA             ,2,0.951659,-59.913293
SAO JOAO DA BARRA,RIO DE JANEIRO      ,1,-21.7649506,-41.0961685
SAO JOAO DA BOA VISTA,SAO PAULO           ,22,-21.9687099,-46.7969216
SAO JOAO DA PONTE,MINAS GERAIS        ,2,-15.9283299,-44.0078035
SAO JOAO DE MERITI,RIO DE JANEIRO      ,16,-22.7853575,-43.366715
SAO JOAO DEL REI,MINAS GERAIS        ,9,-21.1335755,-44.2588086
SAO JOAO EVANGELISTA,MINAS GERAIS        ,4,-18.548023,-42.7652888
SAO JOAO NEPOMUCENO,MINAS GERAIS        ,1,-21.5359158,-43.0151428
SAO JOAQUIM DA BARRA,SAO PAULO           ,4,-20.5814993,-47.8608238
SAO JOAQUIM DE BICAS,MINAS GERAIS        ,10,-20.0489052,-44.2731691
SAO JOAQUIM DO MONTE,PERNAMBUCO          ,1,-8.4323653,-35.8076179
SAO JORGE DO PATROCINIO,PARANA,1,-23.7612908,-53.8806252
SAO JOSE,SANTA CATARINA,17,-27.6157733,-48.6276491
SAO JOSE DA BARRA,MINAS GERAIS        ,2,-20.7180697,-46.3125073
SAO JOSE DA LAPA,MINAS GERAIS        ,2,-19.6988548,-43.9583194
SAO JOSE DE RIBAMAR,MARANHAO            ,4,-2.5609115,-44.0559509
SAO JOSE DE UBA,RIO DE JANEIRO      ,1,-21.3595365,-41.9389905
SAO JOSE DO ALEGRE,MINAS GERAIS        ,1,-22.330449,-45.5284585
SAO JOSE DO BARREIRO,SAO PAULO           ,1,-22.6452376,-44.5805246
SAO JOSE DO BELMONTE,PERNAMBUCO          ,4,-7.8641261,-38.7599545
SAO JOSE DO CEDRO,SANTA CATARINA,2,-26.4555904,-53.4954785
SAO JOSE DO GOIABAL,MINAS GERAIS        ,3,-19.925098,-42.7083162
SAO JOSE DO INHACORA,RIO GRANDE DO SUL,2,-27.725055,-54.127462
SAO JOSE DO JACURI,MINAS GERAIS        ,7,-18.2773091,-42.6714372
SAO JOSE DO RIO PARDO,SAO PAULO           ,13,-21.595288,-46.887303
SAO JOSE DO RIO PRETO,SAO PAULO           ,22,-20.8125851,-49.3804212
SAO JOSE DOS CAMPOS,SAO PAULO           ,102,-23.1867782,-45.8854538
SAO JOSE DOS PINHAIS,PARANA,38,-25.533816,-49.2072163
SAO JOSE DOS QUATRO MARCOS,MATO GROSSO         ,3,-15.627584,-58.177217
SAO LEOPOLDO,RIO GRANDE DO SUL,5,-29.7544405,-51.1516497
SAO LOURENCO,MINAS GERAIS        ,3,-22.116389,-45.054167
SAO LOURENCO DO OESTE,SANTA CATARINA,3,-26.35566,-52.849837
SAO LOURENCO DO PIAUI,PIAUI               ,2,-9.1680968,-42.545289
SAO LUIS,MARANHAO            ,43,-2.5295265,-44.2963942
SAO LUIZ DO NORTE,GOIAS               ,1,-14.8620462,-49.3320827
SAO LUIZ GONZAGA,RIO GRANDE DO SUL,3,-28.4074546,-54.9609081
SAO MANUEL,SAO PAULO           ,6,-22.732081,-48.572316
SAO MARCOS,RIO GRANDE DO SUL,1,-28.9706799,-51.0687665
SAO MATEUS,ESPIRITO SANTO      ,7,-18.7146049,-39.8539499
SAO MIGUEL ARCANJO,SAO PAULO           ,9,-23.8807771,-47.9963492
SAO MIGUEL DA BOA VISTA,SANTA CATARINA,2,-26.6911028,-53.2522818
SAO MIGUEL DO ANTA,MINAS GERAIS        ,2,-20.7065375,-42.7195395
SAO MIGUEL DO GUAPORE,RONDONIA            ,3,-11.6951466,-62.7195739
SAO MIGUEL DO IGUACU,PARANA,1,-25.349171,-54.240498
SAO MIGUEL DOS CAMPOS,ALAGOAS             ,3,-9.7831115,-36.0967804
SAO PAULO,SAO PAULO           ,954,-23.5506507,-46.6333824
SAO PEDRO DE ALCANTARA,SANTA CATARINA,1,-27.5676985,-48.8047973
SAO PEDRO DO TURVO,SAO PAULO           ,1,-22.745286,-49.742829
SAO PEDRO DOS FERROS,MINAS GERAIS        ,1,-20.1706687,-42.522901
SAO ROQUE,SAO PAULO           ,6,-23.5304843,-47.1355473
SAO ROQUE DE MINAS,MINAS GERAIS        ,1,-20.245277,-46.365833
SAO ROQUE DO CANAA,ESPIRITO SANTO      ,3,-19.7385942,-40.6598575
SAO SEBASTIAO,ALAGOAS             ,6,-9.9315057,-36.5439245
SAO SEBASTIAO,SAO PAULO           ,12,-23.8027866,-45.4070527
SAO SEBASTIAO DA AMOREIRA,PARANA,1,-23.4647501,-50.7605173
SAO SEBASTIAO DA BELA VISTA,MINAS GERAIS        ,1,-22.159167,-45.754167
SAO SEBASTIAO DA GRAMA,SAO PAULO           ,1,-21.7118854,-46.8284162
SAO SEBASTIAO DO ANTA,MINAS GERAIS        ,11,-19.4972592,-41.983428
SAO SEBASTIAO DO MARANHAO,MINAS GERAIS        ,2,-18.0859051,-42.5694478
SAO SEBASTIAO DO PARAISO,MINAS GERAIS        ,21,-20.9124331,-46.9823296
SAO SIMAO,GOIAS               ,4,-18.9939882,-50.5463828
SAO SIMAO,SAO PAULO           ,8,-21.4800208,-47.5531095
SAO TIAGO,MINAS GERAIS        ,1,-20.913056,-44.509167
SAO TOMAS DE AQUINO,MINAS GERAIS        ,5,-20.7844139,-47.097717
SAO VICENTE,SAO PAULO           ,24,-23.9664177,-46.3861401
SAO VICENTE DE MINAS,MINAS GERAIS        ,2,-21.703333,-44.443889
SAPE,PARAIBA             ,5,-7.093591,-35.227975
SAPIRANGA,RIO GRANDE DO SUL,2,-29.6392382,-51.0068586
SAPUCAIA DO SUL,RIO GRANDE DO SUL,3,-29.8197019,-51.1608722
SAQUAREMA,RIO DE JANEIRO      ,2,-22.8711796,-42.5249867
SARANDI,PARANA,6,-23.444117,-51.876016
SARZEDO,MINAS GERAIS        ,1,-20.0353,-44.1453
SCHROEDER,SANTA CATARINA,1,-26.411571,-49.074041
SEARA,SANTA CATARINA,1,-27.1528578,-52.3096985
SEBASTIAO LARANJEIRAS,BAHIA               ,3,-14.5700161,-42.9442517
SEBERI,RIO GRANDE DO SUL,4,-27.4828134,-53.4013251
SENADOR AMARAL,MINAS GERAIS        ,1,-22.5875,-46.176667
SENADOR CANEDO,GOIAS               ,1,-16.7013233,-49.0914921
SENADOR FIRMINO,MINAS GERAIS        ,6,-20.9169703,-43.1001236
SENADOR JOSE BENTO,MINAS GERAIS        ,4,-22.1641985,-46.1785855
SENADOR RUI PALMEIRA,ALAGOAS             ,2,-9.469865,-37.457606
SENHOR DO BONFIM,BAHIA               ,2,-10.4602509,-40.189151
SENHORA DE OLIVEIRA,MINAS GERAIS        ,3,-20.793889,-43.344166
SENHORA DOS REMEDIOS,MINAS GERAIS        ,1,-21.028056,-43.582778
SERRA,ESPIRITO SANTO      ,10,-20.1252961,-40.3064477
SERRA NEGRA,SAO PAULO           ,3,-22.6126459,-46.699986
SERRA TALHADA,PERNAMBUCO          ,1,-7.9867805,-38.2920294
SERRANA,SAO PAULO           ,2,-21.2066883,-47.6053774
SERRANIA,MINAS GERAIS        ,1,-21.547906,-46.0404553
SERRANOS,MINAS GERAIS        ,2,-21.890277,-44.509444
SERRINHA,BAHIA               ,8,-11.66199,-39.0034021
SERRO,MINAS GERAIS        ,2,-18.604444,-43.379445
SERTANEJA,PARANA,2,-23.0367627,-50.816802
SERTANOPOLIS,PARANA,4,-23.0600434,-51.0373544
SERTAO SANTANA,RIO GRANDE DO SUL,1,-30.4617134,-51.6041992
SERTAOZINHO,SAO PAULO           ,10,-21.1375782,-47.9913741
SETE LAGOAS,MINAS GERAIS        ,52,-19.466111,-44.246944
SETE QUEDAS,MATO GROSSO DO SUL  ,1,-23.978822,-55.0428349
SEVERINIA,SAO PAULO           ,2,-20.810753,-48.80538
SIDROLANDIA,MATO GROSSO DO SUL  ,4,-20.9361042,-54.9640262
SILVEIRANIA,MINAS GERAIS        ,3,-21.158611,-43.215556
SILVEIRAS,SAO PAULO           ,3,-22.66384,-44.852157
SILVIANOPOLIS,MINAS GERAIS        ,2,-22.029723,-45.835277
SIMAO PEREIRA,MINAS GERAIS        ,1,-21.963611,-43.311667
SIMOES FILHO,BAHIA               ,3,-12.7867839,-38.4030365
SIMONESIA,MINAS GERAIS        ,2,-20.1233838,-42.0024294
SINOP,MATO GROSSO         ,4,-11.857701,-55.4967824
SIQUEIRA CAMPOS,PARANA,6,-23.687481,-49.830416
SOCORRO,SAO PAULO           ,5,-22.5902619,-46.5249112
SOLANEA,PARAIBA             ,1,-6.7540351,-35.6621943
SOLEDADE,PARAIBA             ,4,-7.058292,-36.366791
SOLEDADE DE MINAS,MINAS GERAIS        ,3,-22.0607267,-45.044957
SOLIDAO,PERNAMBUCO          ,1,-7.6008705,-37.6514396
SOMBRIO,SANTA CATARINA,2,-29.107985,-49.632776
